state,2009,obese_2009_degree
Mississippi,33.8,3
Alabama,31.6,3
Tennessee,31.6,3
West Virginia,31.3,3
Louisiana,31.2,3
Oklahoma,30.6,3
Kentucky,30.5,3
Arkansas,30.1,3
South Carolina,29.9,3
Michigan,29.4,3
North Carolina,29.4,3
Missouri,29.3,3
Ohio,29,2
Texas,29,2
South Dakota,28.5,2
Kansas,28.2,2
Georgia,28.1,2
Indiana,28.1,2
Pennsylvania,28.1,2
Delaware,27.9,2
North Dakota,27.7,2
Iowa,27.6,2
Nebraska,27.3,2
Alaska,26.9,2
Wisconsin,26.9,2
Illinois,26.6,2
Maryland,26.6,2
Washington,26.3,2
Arizona,25.8,1
Maine,25.8,1
Nevada,25.6,1
Minnesota,25.5,1
New Mexico,25.5,1
Virginia,25.5,1
New Hampshire,25.4,1
Florida,25.1,1
Idaho,25.1,1
New York,25.1,1
Oregon,25,1
Wyoming,25,1
California,24.4,1
New Jersey,23.9,1
Montana,23.5,1
Utah,23.2,1
Rhode Island,22.9,0
Vermont,22.8,0
Hawaii,22.6,0
Massachusetts,21.7,0
District of Columbia,21.5,0
Connecticut,21.4,0
Colorado,19.1,0
