state,2011,obese_2011_degree
Mississippi,34.9,3
Louisiana,33.4,3
West Virginia,32.4,3
Alabama,32,3
Michigan,31.3,3
Oklahoma,31.1,3
Arkansas,30.9,3
Indiana,30.8,3
South Carolina,30.8,3
Kentucky,30.4,3
Texas,30.4,3
Missouri,30.3,3
Kansas,29.6,3
Ohio,29.6,3
Tennessee,29.2,3
Virginia,29.2,3
North Carolina,29.1,3
Iowa,29,3
Delaware,28.8,2
Pennsylvania,28.6,2
Nebraska,28.4,2
Maryland,28.3,2
South Dakota,28.1,2
Georgia,28,2
Maine,27.8,2
North Dakota,27.8,2
Wisconsin,27.7,2
Alaska,27.4,2
Illinois,27.1,2
Idaho,27,2
Oregon,26.7,2
Florida,26.6,2
Washington,26.5,2
New Mexico,26.3,2
New Hampshire,26.2,2
Minnesota,25.7,1
Rhode Island,25.4,1
Vermont,25.4,1
Arizona,25.1,1
Wyoming,25,1
Montana,24.6,1
Connecticut,24.5,1
Nevada,24.5,1
New York,24.5,1
Utah,24.4,1
California,23.8,1
District of Columbia,23.7,1
New Jersey,23.7,1
Massachusetts,22.7,0
Hawaii,21.8,0
Colorado,20.7,0
