state,2012,obese_2012_degree
Louisiana,34.7,3
Mississippi,34.6,3
Arkansas,34.5,3
West Virginia,33.8,3
Alabama,33,3
Oklahoma,32.2,3
South Carolina,31.6,3
Indiana,31.4,3
Kentucky,31.3,3
Michigan,31.1,3
Tennessee,31.1,3
Iowa,30.4,3
Ohio,30.1,3
Kansas,29.8,3
North Dakota,29.7,3
Wisconsin,29.7,3
Missouri,29.6,3
North Carolina,29.6,3
Texas,29.2,3
Georgia,29.1,3
Pennsylvania,29.1,3
Nebraska,28.6,2
Maine,28.3,2
Illinois,28.1,2
South Dakota,28.1,2
Maryland,27.6,2
Virginia,27.4,2
New Hampshire,27.3,2
Oregon,27.3,2
New Mexico,27.1,2
Delaware,26.9,2
Idaho,26.8,2
Washington,26.8,2
Nevada,26.2,2
Arizona,26,1
Alaska,25.7,1
Minnesota,25.7,1
Rhode Island,25.7,1
Connecticut,25.6,1
Florida,25.2,1
California,25,1
New Jersey,24.6,1
Wyoming,24.6,1
Montana,24.3,1
Utah,24.3,1
Vermont,23.7,1
Hawaii,23.6,1
New York,23.6,1
Massachusetts,22.9,0
District of Columbia,21.9,0
Colorado,20.5,0
